"date","total_cases","daily_cases","deaths","vaccinations","daily_vaccinations","common_cold","abdominal_pain","fatigue","fever","anosmia","spike"
2022-09-29,96104859,84992,1054893,NA,NA,9.66,3.88,4.15,3.55,0.08,"FALSE"
2022-09-30,96144226,39367,1055290,NA,NA,9.34,3.74,3.82,3.42,0.07,"FALSE"
2022-10-01,96150643,6417,1055316,NA,NA,9.99,4.02,3.74,3.51,0.08,"FALSE"
2022-10-02,96156591,5948,1055316,NA,NA,10.16,4.2,3.94,3.57,0.08,"FALSE"
2022-10-03,96204427,47836,1055596,NA,NA,10.32,4.18,4.3,3.79,0.08,"FALSE"
2022-10-04,96240281,35854,1056073,NA,NA,10.68,4.13,4.46,3.86,0.08,"FALSE"
2022-10-05,96320795,80514,1057185,624198981,NA,10.62,4.14,4.51,3.86,0.08,"FALSE"
2022-10-06,96394630,73835,1057889,NA,NA,10.32,4.03,4.33,3.74,0.08,"FALSE"
2022-10-07,96429284,34654,1058206,NA,NA,9.99,3.88,3.9,3.57,0.08,"FALSE"
2022-10-08,96422344,6940,1058156,NA,NA,10.69,4.12,3.85,3.69,0.08,"FALSE"
2022-10-09,96428398,6054,1058159,NA,NA,10.86,4.26,4.03,3.7,0.09,"FALSE"
2022-10-10,96452692,24294,1058322,NA,NA,11.23,4.31,4.5,3.93,0.08,"FALSE"
2022-10-11,96493867,41175,1058919,NA,NA,11.32,4.2,4.56,4.04,0.08,"FALSE"
2022-10-12,96567547,73680,1059706,627854963,NA,11.25,4.15,4.51,3.99,0.08,"FALSE"
2022-10-13,96643191,75644,1060345,NA,NA,10.96,4.06,4.35,3.85,0.08,"FALSE"
2022-10-14,96672841,29650,1060730,NA,NA,10.69,3.92,3.94,3.65,0.08,"FALSE"
2022-10-15,96675617,2776,1060748,NA,NA,11.14,4.15,3.86,3.7,0.08,"FALSE"
2022-10-16,96682663,7046,1060760,NA,NA,11.31,4.34,4.09,3.81,0.09,"FALSE"
2022-10-17,96729811,47148,1061118,NA,NA,11.6,4.31,4.54,4.05,0.08,"FALSE"
2022-10-18,96757935,28124,1061498,NA,NA,12.1,4.18,4.62,4.11,0.08,"FALSE"
2022-10-19,96826394,68459,1062203,632905664,NA,12.25,4.11,4.54,4.13,0.08,"FALSE"
2022-10-20,96887495,61101,1062741,NA,NA,12.42,4.05,4.41,4.12,0.08,"FALSE"
2022-10-21,96921457,33962,1063369,NA,NA,12.57,3.92,4.03,4,0.08,"FALSE"
2022-10-22,96924033,2576,1063379,NA,NA,12.93,4.21,4.12,4.18,0.08,"FALSE"
2022-10-23,96931008,6975,1063380,NA,NA,13.22,4.35,4.15,4.3,0.08,"FALSE"
2022-10-24,96970800,39792,1063613,NA,NA,14,4.32,4.49,4.53,0.08,"FALSE"
2022-10-25,96996456,25656,1063993,NA,NA,14.36,4.27,4.62,4.62,0.08,"FALSE"
2022-10-26,97077271,80815,1065118,636871557,NA,14.2,4.21,4.55,4.56,0.08,"FALSE"
2022-10-27,97146134,68863,1065706,NA,NA,14.14,4.08,4.39,4.39,0.08,"FALSE"
2022-10-28,97179235,33101,1065942,NA,NA,13.4,3.89,4.04,4.17,0.08,"FALSE"
2022-10-29,97182927,3692,1065964,NA,NA,14.13,4.14,3.97,4.36,0.08,"FALSE"
2022-10-30,97186606,3679,1065966,NA,NA,14.18,4.3,4.13,4.57,0.09,"FALSE"
2022-10-31,97233018,46412,1066150,NA,NA,13.84,4.15,4.19,4.61,0.07,"FALSE"
2022-11-01,97262328,29310,1066491,NA,NA,15.37,4.25,4.83,5,0.08,"FALSE"
2022-11-02,97338475,76147,1067366,640913400,NA,15.78,4.24,5.53,5.05,0.08,"FALSE"
2022-11-03,97416551,78076,1067922,NA,NA,15.88,4.16,4.92,4.99,0.08,"FALSE"
2022-11-04,97465910,49359,1068411,NA,NA,15.39,4.02,4.25,5.22,0.08,"FALSE"
2022-11-05,97469639,3729,1068432,NA,NA,16.01,4.25,4.11,5.52,0.08,"FALSE"
2022-11-06,97476278,6639,1068437,NA,NA,16.22,4.45,4.37,5.67,0.08,"FALSE"
2022-11-07,97515570,39292,1068574,NA,NA,16.12,4.28,4.49,5.35,0.08,"FALSE"
2022-11-08,97536711,21141,1068787,NA,NA,15.52,4.04,4.28,5.03,0.08,"FALSE"
2022-11-09,97630397,93686,1069707,646524294,NA,15.29,4.02,4.35,4.93,0.09,"FALSE"
2022-11-10,97718317,87920,1070288,NA,NA,15.63,4.08,4.34,4.9,0.08,"FALSE"
2022-11-11,97729641,11324,1083006,NA,NA,15.28,4.12,4.03,4.88,0.08,"FALSE"
2022-11-12,97732216,2575,1083008,NA,NA,15.68,4.35,4,5.02,0.08,"FALSE"
2022-11-13,97734170,1954,1083009,NA,NA,16.45,4.43,4.2,5.08,0.09,"FALSE"
