"date","total_cases","daily_cases","deaths","vaccinations","daily_vaccinations","common_cold","abdominal_pain","fatigue","fever","anosmia","spike"
2021-04-03,30688804,64136,554327,161688422,4081959,6.95,4.06,4.01,3.35,0.2,"FALSE"
2021-04-04,30725627,36823,554599,165053746,3365324,6.84,4.18,4.13,3.26,0.2,"FALSE"
2021-04-05,30802221,76594,555129,167187795,2134049,7.1,4.23,4.67,3.47,0.19,"FALSE"
2021-04-06,30864193,61972,556038,168592075,1404280,7.28,4.21,4.79,3.71,0.18,"FALSE"
2021-04-07,30937283,73090,558609,171476655,2884580,7.24,4.15,4.79,3.84,0.19,"FALSE"
2021-04-08,31017741,80458,559611,174879716,3403061,7.11,4.09,4.64,3.85,0.19,"FALSE"
2021-04-09,31099323,81582,560557,178837781,3958065,6.78,3.95,4.19,3.66,0.17,"FALSE"
2021-04-10,31164081,64758,561261,183467709,4629928,6.98,4.21,4.07,3.62,0.19,"FALSE"
2021-04-11,31212058,47977,561562,187047131,3579422,6.98,4.34,4.28,3.52,0.2,"FALSE"
2021-04-12,31283990,71932,562027,189692045,2644914,6.99,4.35,4.69,3.66,0.18,"FALSE"
2021-04-13,31361311,77321,563010,192282781,2590736,7.22,4.3,4.81,3.78,0.17,"FALSE"
2021-04-14,31437061,75750,563945,194791836,2509055,7.1,4.21,4.79,3.71,0.18,"FALSE"
2021-04-15,31510755,73694,564862,198317040,3525204,7,4.18,4.67,3.84,0.17,"FALSE"
2021-04-16,31589109,78354,565797,202282923,3965883,6.75,4.03,4.24,3.56,0.16,"FALSE"
2021-04-17,31642983,53874,566474,205871913,3588990,7.06,4.24,4.15,3.5,0.17,"FALSE"
2021-04-18,31684382,41399,566832,209406814,3534901,7.15,4.38,4.42,3.45,0.17,"FALSE"
2021-04-19,31754642,70260,567317,211581309,2174495,7.24,4.38,4.86,3.58,0.17,"FALSE"
2021-04-20,31815666,61024,568149,213388238,1806929,7.23,4.24,4.79,3.64,0.16,"FALSE"
2021-04-21,31878161,62495,568989,215951909,2563671,7.38,4.24,4.83,3.71,0.17,"FALSE"
2021-04-22,31944402,66241,569900,218947643,2995734,7.4,4.2,4.75,3.74,0.16,"FALSE"
2021-04-23,32008186,63784,570773,222322230,3374587,7.19,4.07,4.36,3.69,0.14,"FALSE"
2021-04-24,32058654,50468,571498,225640460,3318230,7.36,4.29,4.18,3.55,0.17,"FALSE"
2021-04-25,32092245,33591,571780,228661408,3020948,7.25,4.42,4.37,3.44,0.17,"FALSE"
2021-04-26,32139580,47335,572259,230768454,2107046,7.31,4.41,4.8,3.55,0.16,"FALSE"
2021-04-27,32191457,51877,572972,232407669,1639215,7.47,4.26,5.01,3.74,0.17,"FALSE"
2021-04-28,32246275,54818,573906,234639414,2231745,7.38,4.18,4.81,3.83,0.15,"FALSE"
2021-04-29,32303857,57582,574780,237360493,2721079,7.09,4.09,4.6,3.75,0.15,"FALSE"
2021-04-30,32362374,58517,575640,240159677,2799184,6.79,3.91,4.2,3.49,0.14,"FALSE"
2021-05-01,32407133,44759,576355,243463471,3303794,7.12,4.05,4.02,3.45,0.14,"FALSE"
2021-05-02,32436765,29632,576667,245591469,2127998,7.22,4.25,4.3,3.42,0.15,"FALSE"
2021-05-03,32486709,49944,577126,246780203,1188734,7.04,4.26,4.63,3.45,0.15,"FALSE"
2021-05-04,32527664,40955,578030,247769049,988846,6.94,4.19,4.64,3.51,0.14,"FALSE"
2021-05-05,32572383,44719,578806,249566820,1797771,6.92,4.1,4.54,3.56,0.14,"FALSE"
2021-05-06,32620077,47694,579638,251973752,2406932,6.91,4.05,4.5,3.55,0.14,"FALSE"
2021-05-07,32667570,47493,580450,254779333,2805581,6.83,3.92,4.14,3.44,0.13,"FALSE"
2021-05-08,32701236,33666,581054,257347205,2567872,7.08,4.08,3.96,3.36,0.14,"FALSE"
2021-05-09,32723564,22328,581300,259716989,2369784,6.95,4.19,4.08,3.21,0.14,"FALSE"
2021-05-10,32760121,36557,581670,261599381,1882392,7.23,4.31,4.65,3.37,0.14,"FALSE"
2021-05-11,32794162,34041,582363,263132561,1533180,7.25,4.22,4.65,3.44,0.14,"FALSE"
2021-05-12,32829645,35483,583211,264680844,1548283,7.29,4.14,4.63,3.43,0.13,"FALSE"
2021-05-13,32868084,38439,583991,266596486,1915642,7.27,4.09,4.47,3.43,0.13,"FALSE"
2021-05-14,32909065,40981,584723,268438666,1842180,7.08,3.93,4.07,3.32,0.13,"FALSE"
2021-05-15,32938115,29050,585282,270832342,2393676,7.46,4.16,3.99,3.37,0.13,"FALSE"
2021-05-16,32954825,16710,585574,272925411,2093069,7.43,4.3,4.19,3.27,0.13,"FALSE"
2021-05-17,32984032,29207,585958,274411901,1486490,7.31,4.29,4.51,3.3,0.13,"FALSE"
2021-05-18,33011895,27863,586825,275535207,1123306,7.28,4.37,4.61,3.34,0.13,"FALSE"
2021-05-19,33040689,28794,587500,277290173,1754966,7.18,4.23,4.54,3.33,0.13,"FALSE"
2021-05-20,33070307,29618,588154,279397250,2107077,7.05,4.09,4.46,3.28,0.13,"FALSE"
2021-05-21,33107107,36800,588850,281595351,2198101,6.89,3.97,4.1,3.15,0.12,"FALSE"
2021-05-22,33117634,10527,589329,283941223,2345872,7.22,4.2,4.08,3.23,0.13,"FALSE"
2021-05-23,33131784,14150,589518,285720586,1779363,7.16,4.33,4.18,3.14,0.14,"FALSE"
2021-05-24,33157412,25628,589935,286890900,1170314,7.17,4.3,4.52,3.2,0.12,"FALSE"
2021-05-25,33180250,22838,590635,287788872,897972,7.2,4.24,4.62,3.22,0.14,"FALSE"
2021-05-26,33203636,23386,591601,289212304,1423432,6.98,4.15,4.49,3.14,0.17,"FALSE"
2021-05-27,33231383,27747,592942,290724607,1512303,6.87,4.08,4.36,3.09,0.16,"FALSE"
2021-05-28,33253407,22024,593701,292099778,1375171,6.82,3.98,3.96,3.08,0.17,"FALSE"
2021-05-29,33264967,11560,594040,293705050,1605272,7.13,4.22,3.92,3.18,0.16,"FALSE"
2021-05-30,33272409,7442,594171,294928850,1223800,7.13,4.36,4.06,3,0.17,"FALSE"
2021-05-31,33277912,5503,594321,NA,NA,7.14,4.36,4.12,2.98,0.16,"FALSE"
2021-06-01,33300482,22570,594841,296404240,NA,7.4,4.32,4.4,3.49,0.15,"FALSE"
2021-06-02,33317340,16858,595435,296912892,508652,7.46,4.29,4.54,3.3,0.15,"FALSE"
2021-06-03,33336811,19471,596051,297720928,808036,7.28,4.19,4.45,3.14,0.15,"FALSE"
2021-06-04,33312812,23999,596190,299120522,1399594,7.01,4.11,4.12,3.07,0.14,"FALSE"
2021-06-05,33323260,10448,596565,300268730,1148208,7.2,4.28,4.05,3.14,0.15,"FALSE"
2021-06-06,33329413,6153,596817,301638578,1369848,7.07,4.27,4.09,3.02,0.14,"FALSE"
2021-06-07,33348865,19452,597153,302851917,1213339,7.16,4.37,4.42,3.13,0.15,"FALSE"
2021-06-08,33363050,14185,597528,303923667,1071750,7.2,4.33,4.51,3.16,0.15,"FALSE"
2021-06-09,33383714,20664,598100,304753476,829809,7.2,4.26,4.53,3.14,0.13,"FALSE"
2021-06-10,33399513,15799,598560,305687618,934142,7.07,4.2,4.4,3.14,0.14,"FALSE"
2021-06-11,33416340,16827,599077,306509795,822177,7.04,4.12,4.13,3.08,0.12,"FALSE"
2021-06-12,33424619,8279,599247,308112728,1602933,7.23,4.25,4.05,3.07,0.11,"FALSE"
2021-06-13,33431406,6787,599342,309322545,1209817,7.24,4.43,4.2,3.08,0.11,"FALSE"
2021-06-14,33446525,15119,599552,310645827,1323282,7.33,4.41,4.47,3.14,0.11,"FALSE"
2021-06-15,33458397,11872,600004,311886674,1240847,7.45,4.33,4.54,3.15,0.17,"FALSE"
2021-06-16,33472808,14411,600428,312915170,1028496,7.5,4.29,4.54,3.18,0.12,"FALSE"
2021-06-17,33484995,12187,600716,314969386,2054216,7.38,4.21,4.43,3.14,0.12,"FALSE"
2021-06-18,33497695,12700,601185,316048776,1079390,7.18,4.15,4.15,3.08,0.11,"FALSE"
2021-06-19,33505275,7580,601354,317117797,1069021,7.24,4.29,4.07,3.05,0.11,"FALSE"
2021-06-20,33509338,4063,601444,317966408,848611,7.15,4.39,4.25,2.99,0.12,"FALSE"
2021-06-21,33525182,15844,601732,318576441,610033,7.33,4.52,4.69,3.07,0.11,"FALSE"
2021-06-22,33537943,12761,602164,319223844,647403,7.53,4.49,4.69,3.12,0.12,"FALSE"
2021-06-23,33551974,14031,602562,319872053,648209,7.58,4.43,4.64,3.17,0.12,"FALSE"
2021-06-24,33566669,14695,602917,320687205,815152,7.41,4.33,4.46,3.1,0.12,"FALSE"
2021-06-25,33581632,14963,603375,321199379,512174,7.19,4.2,4.12,3.01,0.11,"FALSE"
2021-06-26,33588423,6791,603501,322123103,923724,7.33,4.34,4.05,3.1,0.11,"FALSE"
2021-06-27,33592510,4087,603597,323327328,1204225,7.43,4.47,4.17,3.1,0.12,"FALSE"
2021-06-28,33608058,15548,603758,324414371,1087043,7.57,4.51,4.45,3.21,0.12,"FALSE"
2021-06-29,33623787,15729,604137,325152847,738476,7.68,4.48,4.55,3.28,0.12,"FALSE"
2021-06-30,33639764,15977,604460,326521526,1368679,7.62,4.4,4.43,3.27,0.12,"FALSE"
2021-07-01,33704723,64959,604707,328152304,1630778,7.54,4.33,4.33,3.19,0.11,"FALSE"
2021-07-02,33725159,20436,604973,328809470,657166,7.43,4.27,4,3.05,0.11,"FALSE"
2021-07-03,33729152,3993,605059,329970551,1161081,7.57,4.39,3.97,3.02,0.12,"FALSE"
2021-07-04,33732074,2922,605096,330604253,633702,7.31,4.38,3.87,2.93,0.11,"FALSE"
2021-07-05,33736665,4591,605137,NA,NA,7.75,4.64,4.33,3.06,0.13,"FALSE"
2021-07-06,33763742,27077,605454,331214347,NA,8.07,4.59,4.5,3.33,0.12,"FALSE"
2021-07-07,33793961,30219,605776,331651464,437117,8.25,4.63,4.62,3.36,0.12,"FALSE"
2021-07-08,33843194,49233,606142,332345797,694333,8.23,4.54,4.54,3.36,0.13,"FALSE"
2021-07-09,33878529,35335,606549,332966409,620612,8.05,4.4,4.21,3.31,0.13,"FALSE"
2021-07-10,33886287,7758,606637,333565404,598995,8.15,4.47,4.12,3.33,0.14,"FALSE"
2021-07-11,33891830,5543,606667,334151648,586244,8.28,4.66,4.27,3.23,0.14,"FALSE"
2021-07-12,33927213,35383,606940,334600770,449122,8.45,4.71,4.63,3.36,0.14,"FALSE"
2021-07-13,33970195,42982,607372,334942236,341466,8.54,4.65,4.75,3.47,0.14,"FALSE"
2021-07-14,34008250,38055,607765,335487779,545543,8.43,4.55,4.65,3.6,0.14,"FALSE"
2021-07-15,34044268,36018,608103,336054953,567174,8.34,4.45,4.5,3.44,0.14,"FALSE"
2021-07-16,34096492,52224,608460,336604158,549205,8.21,4.37,4.2,3.37,0.14,"FALSE"
2021-07-17,34108937,12445,608543,337239448,635290,8.32,4.47,4.11,3.37,0.15,"FALSE"
2021-07-18,34117964,9027,608580,337740358,500910,8.5,4.66,4.3,3.42,0.17,"FALSE"
2021-07-19,34177146,59182,608811,338247434,507076,8.86,4.74,4.64,3.56,0.16,"FALSE"
2021-07-20,34239257,62111,609111,338491374,243940,8.99,4.63,4.72,3.62,0.16,"FALSE"
2021-07-21,34299310,60053,609508,339102867,611493,9.02,4.58,4.7,3.7,0.16,"FALSE"
2021-07-22,34364829,65519,609870,339763765,660898,9.19,4.48,4.67,3.73,0.16,"FALSE"
2021-07-23,34447610,82781,610313,340363922,600157,9.19,4.35,4.22,3.69,0.17,"FALSE"
2021-07-24,34469200,21590,610414,341039972,676050,8.96,4.46,4.21,3.6,0.2,"FALSE"
2021-07-25,34483033,13833,610463,341818968,778996,9.06,4.6,4.32,3.64,0.21,"FALSE"
2021-07-26,34576119,93086,610722,342212051,393083,9.34,4.61,4.65,3.78,0.2,"FALSE"
2021-07-27,34682937,106818,611206,342607540,395489,9.65,4.52,4.7,3.88,0.19,"FALSE"
2021-07-28,34767898,84961,611711,343361524,753984,9.57,4.5,4.65,3.91,0.19,"FALSE"
2021-07-29,34866192,98294,612104,344071595,710071,9.32,4.45,4.46,3.84,0.2,"FALSE"
2021-07-30,34988866,122674,612775,344928514,856919,9.18,4.33,4.41,3.74,0.21,"FALSE"
2021-07-31,35018564,29698,612919,345640466,711952,9.4,4.47,4.16,3.79,0.23,"FALSE"
2021-08-01,35041458,22894,612982,346456669,816203,9.45,4.55,4.34,3.81,0.24,"FALSE"
2021-08-02,35177628,136170,613440,346924345,467676,9.58,4.57,4.57,3.89,0.23,"TRUE"
2021-08-03,35327939,150311,614109,347377149,452804,9.76,4.52,4.73,4.06,0.22,"TRUE"
2021-08-04,35440283,112344,614834,348102478,725329,9.84,4.47,4.74,4.1,0.23,"FALSE"
2021-08-05,35567255,126972,615408,348966419,863941,9.64,4.4,4.63,4.02,0.23,"TRUE"
2021-08-06,35735606,168351,616257,349787479,821060,9.33,4.27,4.26,3.9,0.23,"TRUE"
2021-08-07,35777721,42115,616463,350627188,839709,9.61,4.5,4.25,3.88,0.28,"FALSE"
2021-08-08,35813789,36068,616594,351400930,773742,9.75,4.62,4.37,3.9,0.29,"FALSE"
2021-08-09,35992480,178691,617314,351933175,532245,9.73,4.57,4.61,4.04,0.28,"TRUE"
2021-08-10,36154571,162091,618363,352550944,617769,9.71,4.49,5.96,4.13,0.28,"TRUE"
2021-08-11,36310148,155577,618701,353205544,654600,9.81,4.44,5.21,4.16,0.28,"TRUE"
2021-08-12,36448857,138709,619723,353859894,654350,9.62,4.33,4.65,4.09,0.27,"TRUE"
2021-08-13,36636249,187392,620809,354777950,918056,9.32,4.19,4.27,4.02,0.26,"TRUE"
2021-08-14,36686066,49817,621051,355768825,990875,9.82,4.39,4.23,4.01,0.3,"FALSE"
2021-08-15,36729884,43818,621228,356433665,664840,9.86,4.56,4.33,4.04,0.31,"FALSE"
2021-08-16,36989377,259493,622244,357292057,858392,9.59,4.47,4.53,4.08,0.27,"TRUE"
2021-08-17,37133674,144297,623237,357894995,602938,9.63,4.45,4.71,4.13,0.26,"TRUE"
2021-08-18,37298543,164869,624365,358599835,704840,9.62,4.38,4.69,4.25,0.26,"TRUE"
2021-08-19,37458349,159806,626099,359623380,1023545,9.49,4.3,4.56,4.15,0.26,"TRUE"
2021-08-20,37657643,199294,627631,360634287,1010907,9.26,4.18,4.2,3.99,0.26,"TRUE"
2021-08-21,37737034,79391,628100,361684564,1050277,9.75,4.36,4.19,4.06,0.29,"FALSE"
2021-08-22,37777607,40573,628285,362657771,973207,9.87,4.53,4.34,4.13,0.29,"FALSE"
2021-08-23,38043754,266147,629644,363267789,610018,9.62,4.36,4.47,4.18,0.26,"TRUE"
2021-08-24,38193951,150197,631057,363915792,648003,9.95,4.39,4.69,4.32,0.25,"TRUE"
2021-08-25,38364887,170936,632522,364842701,926909,9.99,4.33,4.64,4.4,0.25,"TRUE"
2021-08-26,38552648,187761,634735,365767674,924973,9.83,4.24,4.52,4.32,0.25,"TRUE"
2021-08-27,38748559,195911,636509,366838484,1070810,9.49,4.11,4.17,4.13,0.25,"TRUE"
2021-08-28,38833818,85259,637076,367911870,1073386,10.11,4.38,4.12,4.2,0.28,"FALSE"
2021-08-29,38875976,42158,637356,368863734,951864,10.08,4.47,4.18,4.16,0.27,"FALSE"
2021-08-30,39156379,280403,639081,369556911,693177,10.05,4.44,4.83,4.37,0.25,"TRUE"
2021-08-31,39316629,160250,640519,370212027,655116,10.11,4.33,4.67,4.42,0.25,"TRUE"
2021-09-01,39527624,210995,642454,371280129,1068102,9.97,4.25,4.47,4.43,0.24,"TRUE"
2021-09-02,39703320,175696,645391,372116617,836488,9.83,4.21,4.37,4.5,0.24,"TRUE"
2021-09-03,39894795,191475,647370,373516809,1400192,9.66,4.05,4.01,4.08,0.25,"TRUE"
2021-09-04,39960849,66054,647896,374488924,972115,10.29,4.32,4.03,4.12,0.28,"FALSE"
2021-09-05,40005266,44417,648273,NA,NA,10.33,4.48,4.15,4.09,0.28,"FALSE"
2021-09-06,40082242,76976,648788,NA,NA,10.46,4.52,4.35,4.13,0.28,"FALSE"
2021-09-07,40383380,301138,651014,375995378,NA,10.49,4.43,4.6,4.37,0.27,"TRUE"
2021-09-08,40567569,184189,653216,376955132,959754,10.38,4.33,4.68,4.39,0.35,"TRUE"
2021-09-09,40738140,170571,656448,377622065,666933,10.12,4.2,4.54,4.17,0.88,"TRUE"
2021-09-10,40914456,176316,658865,378569717,947652,9.71,4.02,4.09,3.91,0.28,"TRUE"
2021-09-11,40988382,73926,659556,379472220,902503,10.23,4.28,4.12,3.98,0.28,"FALSE"
2021-09-12,41027940,39558,659854,380241903,769683,10.35,4.41,4.32,4.02,0.28,"FALSE"
2021-09-13,41312998,285058,661579,380831725,589822,10.23,4.33,4.61,4.17,0.24,"TRUE"
2021-09-14,41465694,152696,664235,381453265,621540,10.13,4.29,4.64,4.14,0.3,"TRUE"
2021-09-15,41635889,170195,666816,382294795,841530,10.06,4.2,4.61,4.11,0.23,"TRUE"
2021-09-16,41790772,154883,670234,383038403,743608,9.79,4.11,4.5,3.99,0.22,"TRUE"
2021-09-17,41957710,166938,672813,383994877,956474,9.52,3.96,4.02,3.74,0.21,"TRUE"
2021-09-18,42025890,68180,673637,384911290,916413,9.98,4.21,3.98,3.78,0.23,"FALSE"
2021-09-19,42065846,39956,673939,385586012,674722,9.91,4.27,4.16,3.84,0.22,"FALSE"
2021-09-20,42274012,208166,676191,386237881,651869,9.92,4.25,4.49,4.01,0.21,"TRUE"
2021-09-21,42403987,129975,678556,386780816,542935,9.92,4.2,4.59,4,0.23,"TRUE"
2021-09-22,42551480,147493,681343,387493716,712900,9.84,4.12,4.57,3.94,0.26,"TRUE"
2021-09-23,42679344,127864,684498,387821704,327988,9.6,4.01,4.4,3.87,0.23,"TRUE"
2021-09-24,42819355,140011,687247,388567109,745405,9.19,3.86,3.98,3.67,0.21,"TRUE"
2021-09-25,42870947,51592,687876,389372689,805580,9.84,4.11,3.95,3.7,0.3,"FALSE"
2021-09-26,42905182,34235,688178,390114328,741639,10.07,4.28,4.11,3.81,0.34,"FALSE"
2021-09-27,43099971,194789,690559,390664923,550595,10.2,4.29,4.56,3.99,0.31,"TRUE"
2021-09-28,43213311,113340,692878,NA,NA,10.26,4.2,4.65,3.99,0.27,"FALSE"
2021-09-29,43341823,128512,695393,391992662,NA,10.13,4.12,4.83,3.88,0.24,"TRUE"
2021-09-30,43458032,116209,698136,392909995,917333,9.78,3.96,4.46,3.77,0.2,"FALSE"
2021-10-01,43583808,125776,700583,393756866,846871,9.21,3.7,3.84,3.46,0.19,"TRUE"
2021-10-02,43628030,44222,701231,394690283,933417,9.91,4.03,3.84,3.53,0.23,"FALSE"
2021-10-03,43653869,25839,701480,395934825,1244542,9.97,4.14,4.05,3.62,0.23,"FALSE"
2021-10-04,43826568,172699,703515,396919564,984739,9.86,4.15,4.44,3.79,0.2,"TRUE"
2021-10-05,43925170,98602,705543,397718055,798491,10.06,4.12,4.51,3.79,0.21,"FALSE"
2021-10-06,44051125,125955,708073,398675414,957359,10.04,4.06,4.51,3.95,0.21,"TRUE"
2021-10-07,44156527,105402,710522,399552444,877030,9.72,4.01,4.38,3.81,0.2,"FALSE"
2021-10-08,44269453,112926,712967,400669422,1116978,9.22,3.85,3.91,3.53,0.19,"FALSE"
2021-10-09,44306787,37334,713480,401819240,1149818,9.68,4.08,3.81,3.56,0.22,"FALSE"
2021-10-10,44329826,23039,713961,NA,NA,9.76,4.21,3.98,3.52,0.23,"FALSE"
2021-10-11,44453506,123680,715123,NA,NA,9.98,4.22,4.45,3.7,0.21,"FALSE"
2021-10-12,44565082,111576,717648,403576826,NA,10.16,4.13,4.5,3.77,0.2,"FALSE"
2021-10-13,44671639,106557,719887,404371247,794421,10.03,4.08,4.49,3.86,0.19,"FALSE"
2021-10-14,44760608,88969,721929,405444558,1073311,9.61,4,4.41,3.74,0.2,"FALSE"
2021-10-15,44859168,98560,724104,406570875,1126317,9.11,3.83,3.93,3.46,0.18,"FALSE"
2021-10-16,44892709,33541,724491,407446961,876086,9.72,4.09,3.87,3.5,0.2,"FALSE"
2021-10-17,44914861,22152,724673,408265959,818998,10.07,4.23,4.03,3.56,0.24,"FALSE"
2021-10-18,45036894,122033,726545,408797942,531983,10.23,4.16,4.42,3.73,0.19,"FALSE"
2021-10-19,45120577,83683,728682,409438987,641045,10.32,4.09,4.63,3.74,0.18,"FALSE"
2021-10-20,45207199,86622,731688,410189737,750750,10.08,4.03,4.69,3.75,0.17,"FALSE"
2021-10-21,45289145,81946,733564,411010650,820913,9.71,3.96,4.42,4.32,0.17,"FALSE"
2021-10-22,45376442,87297,735699,411963025,952375,9.19,3.79,3.93,3.72,0.16,"FALSE"
2021-10-23,45406266,29824,736148,412856169,893144,9.73,4.03,3.84,3.44,0.18,"FALSE"
2021-10-24,45423368,17102,736296,413645478,789309,9.84,4.22,4.03,3.5,0.18,"FALSE"
2021-10-25,45528929,105561,737709,414302192,656714,9.84,4.21,4.42,3.71,0.17,"FALSE"
2021-10-26,45616352,87423,739445,415012026,709834,10.02,4.1,4.48,3.73,0.17,"FALSE"
2021-10-27,45710896,94544,741460,NA,NA,9.95,4,4.41,3.68,0.17,"FALSE"
2021-10-28,45797081,86185,743242,NA,NA,9.72,3.95,4.25,3.58,0.17,"FALSE"
2021-10-29,45885804,88723,745262,419020753,NA,9.16,3.79,3.76,3.33,0.17,"FALSE"
2021-10-30,45915215,29411,745586,420657683,1636930,9.66,3.98,3.63,3.38,0.2,"FALSE"
2021-10-31,45934098,18883,745743,422070099,1412416,9.44,3.98,3.67,3.34,0.2,"FALSE"
2021-11-01,46058668,124570,746894,423005384,935285,10.35,4.05,4.33,3.71,0.17,"TRUE"
2021-11-02,46135611,76943,748410,423942794,937410,10.9,3.99,4.46,3.87,0.17,"FALSE"
2021-11-03,46220455,84844,750290,425272828,1330034,11.13,3.95,4.4,3.98,0.17,"FALSE"
2021-11-04,46303542,83087,751413,426728092,1455264,11.11,4,4.27,3.86,0.17,"FALSE"
2021-11-05,46395310,91768,753734,428006540,1278448,10.73,3.76,3.83,3.61,0.17,"FALSE"
2021-11-06,46427249,31939,754136,429442508,1435968,11.2,3.97,3.71,3.61,0.19,"FALSE"
2021-11-07,46449334,22085,754268,430927624,1485116,11.53,4.15,3.94,3.73,0.2,"FALSE"
2021-11-08,46575795,126461,755489,432111860,1184236,11.46,4.05,4.29,3.92,0.18,"TRUE"
2021-11-09,46659446,83651,757205,433156393,1044533,11.56,4.02,4.38,3.96,0.18,"FALSE"
2021-11-10,46757836,98390,758841,434486889,1330496,11.2,3.94,4.29,3.87,0.18,"FALSE"
2021-11-11,46822437,64601,759563,NA,NA,11.02,3.97,4.17,3.79,0.2,"FALSE"
2021-11-12,46951788,129351,761624,437352000,NA,10.34,3.81,3.82,3.62,0.19,"TRUE"
2021-11-13,47013185,61397,762092,439034461,1682461,10.96,4.17,3.77,3.6,0.22,"FALSE"
2021-11-14,47036794,23609,762234,440559613,1525152,11.26,4.29,3.94,3.69,0.26,"FALSE"
2021-11-15,47185418,148624,763425,442005260,1445647,11.37,4.12,4.28,3.92,0.25,"TRUE"
2021-11-16,47275904,90486,764871,443374199,1368939,11.65,4.08,4.43,4.02,0.34,"FALSE"
2021-11-17,47390261,114357,766489,444789186,1414987,11.59,4,4.33,4,0.36,"FALSE"
2021-11-18,47500534,110273,769820,446250342,1461156,11.18,3.89,4.18,3.84,0.3,"FALSE"
2021-11-19,47620182,119648,771811,448155906,1905564,10.55,3.69,3.66,3.56,0.29,"FALSE"
2021-11-20,47661246,41064,772136,NA,NA,11.47,4.02,3.68,3.66,0.31,"FALSE"
2021-11-21,47692618,31372,772259,NA,NA,11.48,4.16,3.87,3.7,0.29,"FALSE"
2021-11-22,47851516,158898,773402,NA,NA,11.5,4.04,4.01,3.83,0.27,"TRUE"
2021-11-23,47944287,92771,774880,452704982,NA,11.88,3.94,3.91,3.86,0.26,"FALSE"
2021-11-24,48064179,119892,776516,454447737,1742755,11.86,3.87,3.65,3.85,0.24,"FALSE"
2021-11-25,48095032,30853,776893,NA,NA,10.76,3.91,3.43,3.77,0.28,"FALSE"
2021-11-26,48146557,51525,777437,NA,NA,11.38,3.95,3.58,3.42,0.26,"FALSE"
2021-11-27,48171236,24679,777629,NA,NA,12.15,4.2,3.98,3.65,0.28,"FALSE"
2021-11-28,48195186,23950,777750,NA,NA,12.6,4.29,4.18,3.96,0.29,"FALSE"
2021-11-29,48411498,216312,779624,459234791,NA,12.47,4.12,4.33,4.14,0.32,"TRUE"
2021-11-30,48520792,109294,781183,460773508,1538717,12.72,4.13,4.45,4.25,0.26,"FALSE"
2021-12-01,48660112,139320,783149,462263845,1490337,12.24,4.01,4.36,4.17,0.32,"TRUE"
2021-12-02,48798824,138712,784506,464445580,2181735,11.86,3.98,4.31,4.08,0.3,"TRUE"
2021-12-03,48952069,153245,786667,466348132,1902552,11.24,3.82,3.86,3.85,0.28,"TRUE"
2021-12-04,49010213,58144,787157,468516782,2168650,11.71,4.08,3.78,3.89,0.33,"FALSE"
2021-12-05,49044786,34573,787318,470297846,1781064,11.59,4.22,4,3.94,0.37,"FALSE"
2021-12-06,49242230,197444,788660,471700443,1402597,11.41,4.13,4.23,4.05,0.3,"TRUE"
2021-12-07,49356227,113997,790434,473243228,1542785,11.58,4.03,4.29,4.08,0.28,"FALSE"
2021-12-08,49505272,149045,792313,475728399,2485171,11.61,4.01,4.29,4.18,0.26,"TRUE"
2021-12-09,49628777,123505,793608,477433765,1705366,11.34,3.92,4.18,4.04,0.25,"FALSE"
2021-12-10,49793839,165062,795711,480567772,3134007,10.77,3.79,3.81,3.87,0.24,"TRUE"
2021-12-11,49845184,51345,796127,482695970,2128198,11.21,4.04,3.66,3.85,0.27,"FALSE"
2021-12-12,49881540,36356,796322,484190896,1494926,11.48,4.18,3.85,3.93,0.28,"FALSE"
2021-12-13,50084423,202883,797611,485359746,1168850,11.78,4.15,4.18,4.21,0.28,"TRUE"
2021-12-14,50201282,116859,799345,486574475,1214729,12.24,4.06,4.22,4.42,0.26,"FALSE"
2021-12-15,50346558,145276,801438,488296089,1721614,12.3,3.93,4.12,4.47,0.25,"TRUE"
2021-12-16,50492877,146319,802601,490030849,1734760,12.32,3.92,4,4.44,0.25,"TRUE"
2021-12-17,50664022,171145,804697,491892649,1861800,12.45,3.83,3.7,4.35,0.25,"TRUE"
2021-12-18,50738685,74663,805171,NA,NA,13.56,4.16,3.68,4.62,0.29,"FALSE"
2021-12-19,50811164,72479,805334,NA,NA,14.09,4.37,3.81,4.76,0.29,"FALSE"
2021-12-20,51114064,302900,806753,NA,NA,14.99,4.33,3.98,5.13,0.28,"TRUE"
2021-12-21,51303535,189471,808841,497375025,NA,16.47,4.29,4.12,5.84,0.28,"TRUE"
2021-12-22,51547227,243692,810927,NA,NA,17.27,4.23,4.01,6.11,0.29,"TRUE"
2021-12-23,51812442,265215,814211,500222330,NA,17.53,4.22,3.78,6.06,0.35,"TRUE"
2021-12-24,51996367,183925,815213,NA,NA,16.63,4.08,3.47,5.91,0.35,"TRUE"
2021-12-25,52054715,58348,815312,NA,NA,15.23,4.27,3.5,5.78,0.35,"FALSE"
2021-12-26,52244429,189714,815391,NA,NA,18.5,4.65,4.16,6.56,0.38,"TRUE"
2021-12-27,52787969,543540,817134,503480667,NA,20.2,4.71,4.42,7.42,0.38,"TRUE"
2021-12-28,53168681,380712,819630,505013980,1533313,21.8,4.74,4.66,8.1,0.4,"TRUE"
2021-12-29,53657745,489064,821731,506313935,1299955,22.02,4.64,4.55,7.98,0.38,"TRUE"
